hoja,fila,codigo_interno,codigo_proveedor,proveedor,marca,descripcion,familia,estado_final,product_id,codigo_producto,variant_id,sku,supplier_offer_id,decision,issue,motivo
Catálogo organizado,12,,S/C,BAOLISHI,OTROS,BOTAPELO C/TALQUERO NEGRO CHICO,Accesorios y protección de peluquería,IMPORTED,919e94d7-37a2-4721-8e74-4270b042374d,GEN-ACC-C413D3,2145e834-f2d4-4160-b28b-940e605d8b24,GEN-ACC-C413D3-D73211,2d8b31fc-8567-47d7-8c77-113c199a5529,,,
Catálogo organizado,13,,,MAY,OTROS,BOTAPELO METALIZADO C/TALQUERO,Accesorios y protección de peluquería,IMPORTED,f641ccaf-4511-4d9e-8873-50e6076112d2,GEN-ACC-0074A3,f441f80a-c799-4879-9d1e-b222a583d696,GEN-ACC-0074A3-UNICA,0cadb805-c8d8-4253-827f-e518de14e7cd,,,
Catálogo organizado,14,,S/C,BEIFA,OTROS,CAPA BARBERIA C/DISEÑO IMPRT.,Accesorios y protección de peluquería,IMPORTED,c285a492-9c59-4567-9fb1-5335780502ec,GEN-ACC-9DEC3D,16100ae8-361e-44d9-8790-6cd5d7275f93,GEN-ACC-9DEC3D-UNICA,ce4a665e-7922-4850-ab46-c430d1168588,,,
Catálogo organizado,15,,,MAY,OTROS,CAPA IMPERMEABLE NEGRO,Accesorios y protección de peluquería,IMPORTED,2c98649f-caaf-443e-8b9c-6da61710d186,GEN-ACC-D8746D,528551b4-335b-4261-8cdf-9ababea7be54,GEN-ACC-D8746D-D73211,8479e37d-b329-4dd2-9494-14561ef918a4,,,
Catálogo organizado,16,,,MAY,OTROS,CHAQUETAS P/ PELUQUERIA,Accesorios y protección de peluquería,IMPORTED,889b02cf-2940-46f2-87ba-5c68ed9dfcc9,GEN-ACC-AE9B66,ebb17d95-43f2-464a-be04-776ad62440ad,GEN-ACC-AE9B66-UNICA,050f1ec0-8747-4b71-803d-1d01fd725793,,,
Catálogo organizado,17,OTR019,,MAY,OTROS,CLIP METAL CHICO X100,Accesorios y protección de peluquería,IMPORTED,a7bff943-16bf-420f-bc0d-49c97950148d,GEN-ACC-B7ED47,c49f2c68-3e6d-4ca5-adb0-3fa55c8973fa,OTR019,a02abe97-0d55-4eee-b12f-e6e3b9243d62,,,
Catálogo organizado,18,,,KELMAR PUNO,OTROS,CLIP METAL CHICO X12,Accesorios y protección de peluquería,IMPORTED,a7bff943-16bf-420f-bc0d-49c97950148d,GEN-ACC-B7ED47,10811096-8746-4bb7-8d7f-b87a56fbb0d2,GEN-ACC-B7ED47-45D118,c186000a-0dc0-4181-8262-6970b7e9272e,,,
Catálogo organizado,19,OTR021,,MAY,OTROS,CLIP METAL GRANDE X12,Accesorios y protección de peluquería,IMPORTED,2257f1e3-868d-46b5-8c81-600385fcfe49,GEN-ACC-01AA4C,7a92ddc7-f7dd-4e33-a0d2-8c6921bfdac9,OTR021,f222d17d-ab44-4d04-8901-3885c7472c79,,,
Catálogo organizado,20,,S/C,MARISE PUNO,OTROS,COLET SATIN,Accesorios y protección de peluquería,IMPORTED,b4a358e4-dd59-44a6-9aef-bfe1bfdee1e7,GEN-ACC-7C968A,3038f48b-b7f1-474f-a095-96a92d2528ed,GEN-ACC-7C968A-UNICA,53dd2ae8-6a3b-4cbb-94f1-ca3cda4f74b4,,,
Catálogo organizado,21,,,BIJOU,OTROS,GANCHO PICO PATO P/SKIN,Accesorios y protección de peluquería,IMPORTED,b7710269-0801-447f-b540-75e205638e8c,GEN-ACC-D3B835,72ca29e4-32e9-42ba-93f7-567f8bc61abb,GEN-ACC-D3B835-UNICA,8147ff2a-5f28-412a-812b-e14e62fd64d6,,,
Catálogo organizado,22,OTR195,SH-986,CHINO PUNO,OTROS,GORRO DE BAÑO,Accesorios y protección de peluquería,IMPORTED,65e15977-4763-4c6b-8eb0-4ac6c5e9cab5,GEN-ACC-061AA3,ccb93e80-557a-4749-ba59-b38df4aabcbb,OTR195,a974a88a-c6a8-4276-87ea-7b916a59f620,,,
Catálogo organizado,23,,S/C,MARISE PUNO,OTROS,GORRO DE SATIN CON BANDA,Accesorios y protección de peluquería,IMPORTED,7ab22134-2276-4621-a927-ba31d28557ae,GEN-ACC-221B78,4a58d665-edb4-4e43-9880-5f533be6333b,GEN-ACC-221B78-UNICA,ccbdc165-4ec8-4440-a355-adfe80e17a8e,,,
Catálogo organizado,24,,S/C,MARISE PUNO,OTROS,GORRO DE SATIN REVERSIBLE,Accesorios y protección de peluquería,IMPORTED,1f7d73f0-10da-4dec-b921-7c329b5ddf00,GEN-ACC-F7D1E3,1a47f93a-6d89-4284-87ef-5b9dc2784598,GEN-ACC-F7D1E3-UNICA,c448b153-4f3e-4fb2-84a1-0810710e02ca,,,
Catálogo organizado,25,OTR026,,MAY,OTROS,GORRO ELECTRICO,Accesorios y protección de peluquería,IMPORTED,ba5b4336-78c1-496f-9f1c-211917f13b78,GEN-ACC-5CCA6B,94f81e41-1e3c-4bff-a041-305f641fd894,OTR026,c6f41203-f109-448a-8f6d-286c25769ec3,,,
Catálogo organizado,26,,,KELMAR,OTROS,GORRO MALLA,Accesorios y protección de peluquería,IMPORTED,220ef20c-221b-4087-a8b3-38ea57c7ef8b,GEN-ACC-4DC78F,45b821a6-8ef8-46f3-82de-44472318549d,GEN-ACC-4DC78F-UNICA,b8d34996-1b78-42df-89f3-d378afb4cf1a,,,
Catálogo organizado,27,OTR191,O892,CHINO PUNO,OTROS,GORRO PANTY NEGRO,Accesorios y protección de peluquería,IMPORTED,84e4f478-4a2a-4f91-a17b-191db637f460,GEN-ACC-2A585F,f37697df-ed53-4427-b55d-fa857a2bc2cd,OTR191,46214ce6-dec0-43d4-87d5-faa12d109453,,,
Catálogo organizado,28,,,MAY,OTROS,GORRO PLASTICO NEGRO,Accesorios y protección de peluquería,IMPORTED,59524c22-aeda-43d8-9284-63a84fbf90f5,GEN-ACC-074816,7d79db1b-7fd1-4c74-bb92-b384bf29035d,GEN-ACC-074816-D73211,c57de23e-40e4-43ae-88b9-1bc0c5c5a687,,,
Catálogo organizado,29,,1192,BEIFA,OTROS,GORRO SATIN CON CINTA,Accesorios y protección de peluquería,IMPORTED,ea44d79d-6f91-482c-86d4-ef9fed270b6f,GEN-ACC-A44501,4e3feb0c-b077-4f4e-88f6-2902f6911f87,GEN-ACC-A44501-UNICA,59568992-f270-4bde-958f-27535a18a413,,,
Catálogo organizado,30,,1202,ZOLEMIO PLAZA C.,OTROS,GORRO SATIN CON VINCHA BLISTER,Accesorios y protección de peluquería,IMPORTED,ec78d83b-1963-4b06-be19-1a0805106911,GEN-ACC-5A7345,b7fd8ed4-2265-47e2-8e7d-348c55a05654,GEN-ACC-5A7345-UNICA,3789e711-e5cc-4dfa-bc79-cac45eb645aa,,,
Catálogo organizado,31,,,MAY,OTROS,GORRO TERMICO NEGRO,Accesorios y protección de peluquería,IMPORTED,9faf9296-d5e0-4435-b580-26ec7344cb6a,GEN-ACC-585B76,ee1b8206-e3fb-4a6b-81b1-9a3443799592,GEN-ACC-585B76-D73211,e131f668-33b9-48bd-beea-e29e4de1396f,,,
Catálogo organizado,32,OTR009,,MAY,OTROS,HORQUILLA CHICA,Accesorios y protección de peluquería,IMPORTED,b8bb8def-8378-4ab9-b90b-faa0eb77435a,GEN-ACC-9AF10E,fe5bc88c-7bf1-4e4e-bb58-c239ff1b03a6,OTR009,7aa2c385-6656-4805-9ed7-c32d410e2383,,,
Catálogo organizado,33,,S/C,KELMAR PUNO,OTROS,LAZO MAGICO X2,Accesorios y protección de peluquería,IMPORTED,9268bc85-3b06-4b6a-b209-e17aa1d8b163,GEN-ACC-094348,7524d454-63a1-442b-8d24-de8c0f53239d,GEN-ACC-094348-B98594,db18f232-7900-499a-9d36-e6b4048a84be,,,
Catálogo organizado,34,,,QAI-INAMBARI,OTROS,MASAJEADOR CABELLO CHICO,Accesorios y protección de peluquería,IMPORTED,71d539c7-a26f-4628-93f7-fc77242492bb,GEN-ACC-EB3566,48367911-1915-4f79-9c68-835be74640a6,GEN-ACC-EB3566-UNICA,,,,
Catálogo organizado,35,,,QAI INAMBARI,OTROS,MASAJEADOR CABELLO TRIGO,Accesorios y protección de peluquería,IMPORTED,2a33c4d6-3e6e-4529-ab46-120b14c256a3,GEN-ACC-2DF4DA,2ad57cd8-acdb-41de-9395-4c9e02427248,GEN-ACC-2DF4DA-UNICA,b9db698f-38e3-470d-971b-11b052f6cb2c,,,
Catálogo organizado,36,OTR043,,MAY,OTROS,PAPEL CUELLERO BLANCO,Accesorios y protección de peluquería,IMPORTED,c4a97221-fc37-47cc-89dc-18c7d4087d37,GEN-ACC-F50ABF,f7b76e8c-3ffb-49eb-8045-714258726822,OTR043,2e1e33a7-6683-4201-8b9e-53fd48f64a48,,,
Catálogo organizado,37,OTR029,,MAY,OTROS,ROCEADOR BARBERIA C/DISEÑO,Accesorios y protección de peluquería,IMPORTED,57a9f3e2-64e5-4129-abc7-b96335c15d43,GEN-ACC-EFE67C,6c37d994-cc34-4351-a0bf-a41ed7ec374d,OTR029,7331017a-ffa4-4a2b-b671-544da7a974ab,,,
Catálogo organizado,38,OTR054,,MAY,OTROS,ROCEADOR BARBERIA RON,Accesorios y protección de peluquería,IMPORTED,5d3843c6-37fa-41b1-a099-306e98ddcc10,GEN-ACC-9BAB1F,c64ceaac-b0cb-45d5-969d-a05de6ee8d29,OTR054,276a1803-eb2c-4144-9d3a-b994a3222949,,,
Catálogo organizado,39,,,QAI-INAMBARI,OTROS,ROCEADOR CONTINUO CHICO,Accesorios y protección de peluquería,IMPORTED,e8ad61d9-d0ee-4c61-a3e6-765f83c0a9ba,GEN-ACC-169F6A,ea2a5f03-4727-4641-ac9e-62bd17bc7139,GEN-ACC-169F6A-UNICA,,,,
Catálogo organizado,40,,CC-610,RONGQIAN,OTROS,ROCEADOR PLASTICO CHICO,Accesorios y protección de peluquería,IMPORTED,ab00f0d2-4668-48f8-9d83-517e0664338c,GEN-ACC-BD9524,4b941d73-f048-49ad-bd16-678a313113e5,GEN-ACC-BD9524-UNICA,4aba5789-b281-4483-b7a7-e250bfb0ca56,,,
Catálogo organizado,41,,,MAY,OTROS,ROCEADOR TIJERITA CHICO,Accesorios y protección de peluquería,IMPORTED,bfbb1c85-e716-4e42-8110-522ef6ee0deb,GEN-ACC-7B5932,a0ff9f49-1f0d-4e1f-aa7a-6fe4d25eda0d,GEN-ACC-7B5932-UNICA,8233e121-19e1-416a-854e-57bafe7e49c7,,,
Catálogo organizado,42,,SHEY-189,MAY,OTROS,ROLER P/CABELLO #1,Accesorios y protección de peluquería,IMPORTED,9daaf859-efa7-4952-a43f-ddae9ae50138,GEN-ACC-BD5894,a3b1177d-d6ed-4a09-ae79-d65e7af5ac58,GEN-ACC-BD5894-UNICA,57a5f6c1-dd6b-4af3-b9cc-5b1230d2545c,,,
Catálogo organizado,43,OTR168,S/C,ZINGER,OTROS,SET LAZO MAGICO X6pza.,Accesorios y protección de peluquería,IMPORTED,d27ef0ee-87b2-4988-a875-ac4ccc33581c,GEN-ACC-23D103,afd63b47-d271-4697-90ad-78b388d3e211,OTR168,c0d17b6a-5f06-4608-a8f5-294bca581459,,,
Catálogo organizado,44,OTR020,,MAY,OTROS,SUJETADOR COCODRILO PASTEL,Accesorios y protección de peluquería,IMPORTED,388dc92d-d535-4170-a6b2-9af1aeec6c5b,GEN-ACC-57CA2E,5b3a19b5-98a3-4f4f-8324-0bc547649239,OTR020,a8993e71-b95f-4c83-8f9b-5212503ac690,,,
Catálogo organizado,45,OTR171,S/C,ZINGER,OTROS,SUJETADOR MARIPOSA X12 COLORES,Accesorios y protección de peluquería,IMPORTED,104f4b97-b0f5-4dcb-afa0-886a34443d2e,GEN-ACC-3A6648,52304460-102d-42c1-aa8d-49550512e927,OTR171,ddc80d25-eaa2-49e8-aa2c-7aee17e66de5,,,
Catálogo organizado,46,OTR018,,MAY,OTROS,SUJETADOR MARIPOSA X12 NEGRO,Accesorios y protección de peluquería,IMPORTED,104f4b97-b0f5-4dcb-afa0-886a34443d2e,GEN-ACC-3A6648,91a64d7d-49d2-4114-81b4-37456358ff00,OTR018,c651468d-79a0-4240-8c5e-3f75451677e5,,,
Catálogo organizado,47,,LA-259,REVEL,REVE'L,MOTITA C/SUJETADOR x4pza,Accesorios y protección de peluquería,IMPORTED,001c02b5-9ff0-4bb9-9f97-ce1f990968a2,REV-ACC-8E376E,f0c25695-3353-4e2f-9993-32ff067feecc,REV-ACC-8E376E-162C4D,791e2f2a-a6b2-4e3d-9020-3463fec05090,,,
Catálogo organizado,48,,PA-3415,D'JHOSEP INAMB,TWINKLE,PERLAS PARA CABELLO,Accesorios y protección de peluquería,IMPORTED,f633b025-4207-4a5d-be76-45c9dd2afc8a,TWI-ACC-40FF0B,ebb1dbe6-1e4d-4149-94a0-60ab64328529,TWI-ACC-40FF0B-UNICA,265bea20-f06f-484d-a84d-6de62541e50e,,,
Catálogo organizado,49,,,KELMAR,WIG CAP,GORRO PANTY NEGRO,Accesorios y protección de peluquería,IMPORTED,eeea1e7b-2165-4bc5-8a14-311e1678de44,WIG-ACC-C7473F,74ce34e2-de15-4d56-9d36-c217cade52c7,WIG-ACC-C7473F-D73211,e6d26173-737b-4282-b7dd-71abda2d982b,,,
Catálogo organizado,50,,,PLAZA CENTRAL,XIAOQIAN,ADORNO PARA CABELLO,Accesorios y protección de peluquería,IMPORTED,a7af2a55-a318-400c-a76f-716550148054,XIA-ACC-626032,69b694f4-a48a-464c-b85f-ac5992bbf893,XIA-ACC-626032-UNICA,10250b45-104d-484f-8e59-95f5c4383e41,,,
Catálogo organizado,51,OTR161,6359,AJI,AIMEISI,SET 3 PEINES + 1 CEPILLO EN CAJA,Cepillos y peines,IMPORTED,8d089422-f10d-4057-96ef-7d753208d914,AIM-CEP-651E12,52c790ce-4f19-4fae-aeef-2989e95a5f96,OTR161,6b6519ab-f28c-4581-b877-e892f641903e,,,
Catálogo organizado,52,,HD-854,BEIFA,BEIFA,CEPILLO RIZOS CURLY CON CERDA,Cepillos y peines,IMPORTED,dbc1ceaf-ed73-4b44-a9a9-d07a78feb9a8,BEI-CEP-D15416,64ea3ed9-d26b-4554-b7bf-04aa7c31688f,BEI-CEP-D15416-UNICA,722e4abd-5fe0-4ea8-acc2-ee94f9ee4d3b,,,
Catálogo organizado,53,BEI001,,MAY,BEIFA,PEINE PIOJERO METAL ECON,Cepillos y peines,IMPORTED,3a757aa9-9ef7-43bc-b569-ff08e2b27795,BEI-CEP-B1BCD6,c00322b3-6ce8-4303-b40b-ba54d76f60d5,BEI001,4290fe5f-239f-46ea-aa19-5ff9da14b398,,,
Catálogo organizado,54,,1213,BEIFA,CECILIA,CEPILLO BAMBU CUADRADO,Cepillos y peines,IMPORTED,29e11f98-a629-4cc1-8d4e-03a084f57df9,CEC-CEP-91E04E,27ac21b5-2536-4116-8d04-8df0d8124a07,CEC-CEP-91E04E-UNICA,2e1a182e-5a4e-4e52-a6ed-f5df97188f3e,,,
Catálogo organizado,55,,,MAY,CECILIA,CEPILLO CECILIA CUADRADO,Cepillos y peines,IMPORTED,ddbfb430-063f-4a8b-838a-8abec3bf5108,CEC-CEP-CEDF43,8ae8dd42-bb04-4836-9f2f-f966a10463bc,CEC-CEP-CEDF43-UNICA,92e9de40-6228-4e03-8934-9df73cac848a,,,
Catálogo organizado,56,,S/C,KELMAR,CECILIA,CEPILLO REDONDO DE CERDA NEGRO,Cepillos y peines,IMPORTED,d1840b14-e14e-48f2-b035-909ad3e465bf,CEC-CEP-9C7398,68a35ca4-b90c-4534-8867-637e3db49533,CEC-CEP-9C7398-D73211,6b4e732a-42f0-4f5d-a9d8-7b397986bc5f,,,
Catálogo organizado,57,,,QAI-INAMBARI,JIANSHENG,PEINE FIBRA DE ARROZ DIENTE ANCHO 4 COLOR,Cepillos y peines,IMPORTED,1677604a-94f6-4073-803a-ad3296abd670,JIA-CEP-92D223,b9a3f082-850b-47f0-96f0-1fa7a28f7aaa,JIA-CEP-92D223-UNICA,,,,
Catálogo organizado,58,,,ROSA SOTO,KAPELLY,CEPILLO CERDA DE MADERA  #2630,Cepillos y peines,IMPORTED,234904ed-076a-4186-9387-85225bb3b6a9,KAP-CEP-F91430,bbd850a5-94b1-40bd-999c-8c531ce1efac,KAP-CEP-F91430-D4528F,92cc4572-ee3d-408d-a23f-62690c6fe171,,,
Catálogo organizado,59,,,ROSA SOTO,KAPELLY,CEPILLO CERDA DE MADERA  #2640,Cepillos y peines,IMPORTED,234904ed-076a-4186-9387-85225bb3b6a9,KAP-CEP-F91430,89f9d294-42d6-4d82-afbc-e56f163d33ef,KAP-CEP-F91430-DA82F2,050b812e-9558-4fa0-a1de-55d7e79f3ce6,,,
Catálogo organizado,60,OTR045,,MAY,OTROS,BROCHA C/PEINE TINTE NEGRO ECON,Cepillos y peines,IMPORTED,da3c9461-0194-44f6-be17-9e979aef0481,GEN-CEP-B3E9FA,843400dc-5bbf-4995-ac51-3d68cc65a696,OTR045,208018b5-c3b2-4965-9fca-6153ccac58fe,,,
Catálogo organizado,61,,,QAI INAMBARI,OTROS,CEPILLO ANIMES,Cepillos y peines,IMPORTED,33523dbd-54f7-42f2-bf98-f0427ce61a69,GEN-CEP-9AB231,1939c591-f94e-4afa-b2d2-14525fee79f0,GEN-CEP-9AB231-UNICA,7366380b-e08b-473e-a62f-dc0806042355,,,
Catálogo organizado,62,OTR162,S/C,KELMAR,OTROS,CEPILLO CUADRADO NEGRO ECON.,Cepillos y peines,IMPORTED,5c47b7ce-fdd5-4563-9e38-047639d9127c,GEN-CEP-BA6158,4428a601-e713-445e-ab55-946a4228848e,OTR162,0dcbd368-eac6-4e1e-a5e9-9a76477039f3,,,
Catálogo organizado,63,,M-71,MAY,OTROS,CEPILLO CUADRADO PASTEL,Cepillos y peines,IMPORTED,ea0c5fd2-3e6e-4fc2-ac8d-c60280a41adf,GEN-CEP-0EF433,1fd2d9d0-918b-4821-9d23-0f773a49bf08,GEN-CEP-0EF433-E403AB,4ad1b2a1-6ad0-43f1-88f3-9b20d85ce7a9,,,
Catálogo organizado,64,OTR013,,MAY,OTROS,CEPILLO ESCARMINADOR,Cepillos y peines,IMPORTED,64be47a0-54d5-4eda-ba2e-12907e72058b,GEN-CEP-7399B5,7ca77f33-117f-4e48-bd2f-73f5ac7dde1a,OTR013,c8e744d7-4d22-4283-8ccf-08f04c426433,,,
Catálogo organizado,65,,SHEY-172,MAY,OTROS,CEPILLO ESQUELETO M/NEGRO,Cepillos y peines,IMPORTED,46cc5bbf-1105-4c01-bd02-92426bfbd61a,GEN-CEP-91317A,1d51e83c-1554-4e32-86f3-bdae38803c86,GEN-CEP-91317A-46CC15,b500e355-c40e-4900-96bf-d783563e38e3,,,
Catálogo organizado,66,,SHEY-174,MAY,OTROS,CEPILLO ESQUELETO OVALADO,Cepillos y peines,IMPORTED,46cc5bbf-1105-4c01-bd02-92426bfbd61a,GEN-CEP-91317A,e6660e55-28d7-4133-b53c-246b5132ee62,GEN-CEP-91317A-FFD17C,022385e9-8307-44f3-a132-3555b72b0f6c,,,
Catálogo organizado,67,,SHEY-219,MAY,OTROS,CEPILLO FADE C/ PEINE DORADO,Cepillos y peines,IMPORTED,009315fc-14f6-4e82-8e62-f15ef8375397,GEN-CEP-83B5D4,c12be1ad-c6f8-4f3f-a1d0-5fd992c98c27,GEN-CEP-83B5D4-356EC5,41906c49-5b87-4881-aa9c-f03a60867ad8,,,
Catálogo organizado,68,OTR192,SZ-116,CHINO PUNO,OTROS,CEPILLO FADE NEGRO,Cepillos y peines,IMPORTED,e73f86fb-d763-45c4-863d-76fa5ce9db15,GEN-CEP-5C95A3,4c5464a4-4556-47e0-9510-bc4e29e851ca,OTR192,2fcc70d4-a57b-41cf-a582-beb4bf27cb27,,,
Catálogo organizado,69,,,MAY,OTROS,CEPILLO LABERINTO,Cepillos y peines,IMPORTED,05835246-8291-4686-bff6-5d138dfb8130,GEN-CEP-63DA42,e402c4ce-81e1-4dc0-8137-f3952b6c52e9,GEN-CEP-63DA42-UNICA,a3693569-5019-4a34-a5a4-8092c4146bfa,,,
Catálogo organizado,70,,S/C,KELMAR,OTROS,CEPILLO LABERINTO C/CERDA TODO NEGRO,Cepillos y peines,IMPORTED,0d203db6-6a26-4a04-9a28-4184c511c850,GEN-CEP-C8506A,45af8387-2048-48de-9814-91a5f1d30003,GEN-CEP-C8506A-D73211,0ac6def8-c249-4b13-af9f-68a5994903d8,,,
Catálogo organizado,71,,,MAY,OTROS,CEPILLO NANO TECHNOLOGY BLANCO #25,Cepillos y peines,IMPORTED,226994d2-fbc4-416b-a3a2-8842c734aa7c,GEN-CEP-986C49,429b2a48-112d-4877-b298-12e4ceaecabd,GEN-CEP-986C49-38AEE4,9aa46526-1ace-4560-980f-8a9ccc671c86,,,
Catálogo organizado,72,,,MAY,OTROS,CEPILLO NANO TECHNOLOGY BLANCO #32,Cepillos y peines,IMPORTED,226994d2-fbc4-416b-a3a2-8842c734aa7c,GEN-CEP-986C49,f3cc38b5-6ee2-4044-9044-16b1c6665773,GEN-CEP-986C49-51EDD0,6a4ed35e-3431-45f4-8191-1344634ac321,,,
Catálogo organizado,73,,,MAY,OTROS,CEPILLO NANO TECHNOLOGY BLANCO #45,Cepillos y peines,IMPORTED,226994d2-fbc4-416b-a3a2-8842c734aa7c,GEN-CEP-986C49,a895f67c-7ae9-4d75-aa57-432b3c422106,GEN-CEP-986C49-02940B,a51873b3-41c0-485c-af6c-465aab1fd1c6,,,
Catálogo organizado,74,OTR159,,AJI,OTROS,CEPILLO OREJITAS EN CAJA,Cepillos y peines,IMPORTED,cd5650b5-589a-4e6b-9ad7-39765448633b,GEN-CEP-1E5FAD,5371beef-f3eb-4c04-845e-28f25f6a87d5,OTR159,cca5adbe-636d-4491-b425-c8e3fa376330,,,
Catálogo organizado,75,OTR025,,MAY,OTROS,CEPILLO P/PLANCHA MADERA,Cepillos y peines,IMPORTED,c9381ee1-daf0-4444-b369-9a6b83f0bcdb,GEN-CEP-88CA64,b0525f17-e0a7-4bac-8ac1-671335ab4ba9,OTR025,f7ae6d97-c4a1-486a-b9d9-262e028d931e,,,
Catálogo organizado,76,OTR160,,MAY,OTROS,CEPILLO P/RIZOS ACORDEON,Cepillos y peines,IMPORTED,46d934b6-7f3d-4618-8016-0309fe91f592,GEN-CEP-1DBFE4,8a2251d8-269f-47ae-8de8-0d6b4a0ee1e4,OTR160,d22e925c-9409-4e5c-b111-90a40b6ce5f9,,,
Catálogo organizado,77,,,KELMAR,OTROS,CEPILLO P/RIZOS ACORDEON,Cepillos y peines,IMPORTED,46d934b6-7f3d-4618-8016-0309fe91f592,GEN-CEP-1DBFE4,8a2251d8-269f-47ae-8de8-0d6b4a0ee1e4,OTR160,45055074-0773-40ea-8d66-73b39933e14f,,,
Catálogo organizado,78,,,KELMAR,OTROS,CEPILLO RIZOS CURLY CON CERDA,Cepillos y peines,IMPORTED,de32a023-d53b-40e0-99de-32f35578ee4a,GEN-CEP-66D82C,b1f86ca7-0b14-4e91-b8ee-12e8e90aefc9,GEN-CEP-66D82C-A88B81,401c8718-4c91-4a27-98bf-89cc439aac1e,,,
Catálogo organizado,79,,,KELMAR,OTROS,CEPILLO RIZOS CURLY SOLO,Cepillos y peines,IMPORTED,de32a023-d53b-40e0-99de-32f35578ee4a,GEN-CEP-66D82C,eec8929b-93ae-481f-a0f1-6168c2d61a3a,GEN-CEP-66D82C-227268,c50684bb-681e-4379-a375-572bc5087169,,,
Catálogo organizado,80,,,QAI INAMBARI,OTROS,PEINE C/CEPILLO P/BABYHAIRS,Cepillos y peines,IMPORTED,f89b5524-6280-49f0-a2bb-38e973fa5915,GEN-CEP-0F1339,1d84e4d3-3039-402f-b52b-9cfeef58e688,GEN-CEP-0F1339-UNICA,9842a97f-b4d1-4546-af57-0f054b74e7fb,,,
